Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Primary Target,Pathway,Mean Normalized Growth Rate Inhibition Value,Increased Fraction Dead
50029-2,MCF7,10047-101-1,Pictilisib,0.001,pan PI3K,PI3K/mTOR,0.9779,0.00232
50029-2,MCF7,10047-101-1,Pictilisib,0.0031623,pan PI3K,PI3K/mTOR,0.9402,0.00205
50029-2,MCF7,10047-101-1,Pictilisib,0.01,pan PI3K,PI3K/mTOR,0.8902,0.00590
50029-2,MCF7,10047-101-1,Pictilisib,0.031623,pan PI3K,PI3K/mTOR,0.7079,0.01611
50029-2,MCF7,10047-101-1,Pictilisib,0.1,pan PI3K,PI3K/mTOR,0.5184,0.03401
50029-2,MCF7,10047-101-1,Pictilisib,0.31623,pan PI3K,PI3K/mTOR,0.3101,0.06510
50029-2,MCF7,10047-101-1,Pictilisib,1.0,pan PI3K,PI3K/mTOR,0.1653,0.14092
50029-2,MCF7,10047-101-1,Pictilisib,3.1623,pan PI3K,PI3K/mTOR,0.0129,0.23438
50029-2,MCF7,10047-101-1,Pictilisib,10.0,pan PI3K,PI3K/mTOR,-0.1594,0.41522
50029-2,MCF7,10394-101-1,Ceritinib,0.001,ALK,RTK,1.0019,0.00045
50029-2,MCF7,10394-101-1,Ceritinib,0.0031623,ALK,RTK,1.0478,0.00101
50029-2,MCF7,10394-101-1,Ceritinib,0.01,ALK,RTK,0.9923,0.00275
50029-2,MCF7,10394-101-1,Ceritinib,0.031623,ALK,RTK,0.9756,0.00574
50029-2,MCF7,10394-101-1,Ceritinib,0.1,ALK,RTK,0.8293,0.01447
50029-2,MCF7,10394-101-1,Ceritinib,0.31623,ALK,RTK,0.5120,0.03603
50029-2,MCF7,10394-101-1,Ceritinib,1.0,ALK,RTK,0.0289,0.16654
50029-2,MCF7,10394-101-1,Ceritinib,3.1623,ALK,RTK,-0.2319,0.34888
50029-2,MCF7,10394-101-1,Ceritinib,10.0,ALK,RTK,-0.6157,0.76213
50029-2,MCF7,10018-101-1,Neratinib,0.00031623,EGFR/HER2,RTK,1.0421,-0.00005
50029-2,MCF7,10018-101-1,Neratinib,0.001,EGFR/HER2,RTK,1.0169,0.00311
50029-2,MCF7,10018-101-1,Neratinib,0.0031623,EGFR/HER2,RTK,1.0100,0.00134
50029-2,MCF7,10018-101-1,Neratinib,0.01,EGFR/HER2,RTK,0.9698,0.00282
50029-2,MCF7,10018-101-1,Neratinib,0.031623,EGFR/HER2,RTK,0.9574,0.00296
50029-2,MCF7,10018-101-1,Neratinib,0.1,EGFR/HER2,RTK,0.9226,0.00258
50029-2,MCF7,10018-101-1,Neratinib,0.31623,EGFR/HER2,RTK,0.7702,0.00891
50029-2,MCF7,10018-101-1,Neratinib,1.0,EGFR/HER2,RTK,0.6665,0.01254
50029-2,MCF7,10018-101-1,Neratinib,3.1623,EGFR/HER2,RTK,0.0582,0.16366
50029-2,MCF7,10131-101-1,Tivantinib,0.001,MET,RTK,1.0116,0.00123
50029-2,MCF7,10131-101-1,Tivantinib,0.0031623,MET,RTK,1.0089,0.00155
50029-2,MCF7,10131-101-1,Tivantinib,0.01,MET,RTK,1.0276,0.00024
50029-2,MCF7,10131-101-1,Tivantinib,0.031623,MET,RTK,0.9387,0.00325
50029-2,MCF7,10131-101-1,Tivantinib,0.1,MET,RTK,0.6729,0.02472
50029-2,MCF7,10131-101-1,Tivantinib,0.31623,MET,RTK,0.2140,0.11704
50029-2,MCF7,10131-101-1,Tivantinib,1.0,MET,RTK,-0.0087,0.25609
50029-2,MCF7,10131-101-1,Tivantinib,3.1623,MET,RTK,0.0392,0.24788
50029-2,MCF7,10131-101-1,Tivantinib,10.0,MET,RTK,-0.0512,0.23320
50029-2,MCF7,10444-101-1,Cediranib,0.001,VEGFR/cKIT,RTK,1.0013,-0.00012
50029-2,MCF7,10444-101-1,Cediranib,0.0031623,VEGFR/cKIT,RTK,1.0519,-0.00143
50029-2,MCF7,10444-101-1,Cediranib,0.01,VEGFR/cKIT,RTK,1.0466,-0.00064
50029-2,MCF7,10444-101-1,Cediranib,0.031623,VEGFR/cKIT,RTK,1.0041,-0.00071
50029-2,MCF7,10444-101-1,Cediranib,0.1,VEGFR/cKIT,RTK,1.0382,-0.00225
50029-2,MCF7,10444-101-1,Cediranib,0.31623,VEGFR/cKIT,RTK,0.9975,0.00032
50029-2,MCF7,10444-101-1,Cediranib,1.0,VEGFR/cKIT,RTK,0.9255,0.00066
50029-2,MCF7,10444-101-1,Cediranib,3.1623,VEGFR/cKIT,RTK,0.7736,0.00746
50029-2,MCF7,10444-101-1,Cediranib,10.0,VEGFR/cKIT,RTK,0.1149,0.16822
50029-2,MCF7,10194-106-1,Cabozantinib,0.001,VEGFR2/MET,RTK,1.0100,0.00359
50029-2,MCF7,10194-106-1,Cabozantinib,0.0031623,VEGFR2/MET,RTK,1.0258,-0.00025
50029-2,MCF7,10194-106-1,Cabozantinib,0.01,VEGFR2/MET,RTK,0.9893,0.00152
50029-2,MCF7,10194-106-1,Cabozantinib,0.031623,VEGFR2/MET,RTK,1.0228,0.00136
50029-2,MCF7,10194-106-1,Cabozantinib,0.1,VEGFR2/MET,RTK,0.9964,0.00101
50029-2,MCF7,10194-106-1,Cabozantinib,0.31623,VEGFR2/MET,RTK,0.9530,0.00287
50029-2,MCF7,10194-106-1,Cabozantinib,1.0,VEGFR2/MET,RTK,0.9636,0.00456
50029-2,MCF7,10194-106-1,Cabozantinib,3.1623,VEGFR2/MET,RTK,0.7384,0.01503
50029-2,MCF7,10194-106-1,Cabozantinib,10.0,VEGFR2/MET,RTK,-0.0993,0.24217
50058-2,MDA-MB-231,10390-103-1,Abemaciclib,0.001,CDK4/6,Cell cycle,0.9195,0.00637
50058-2,MDA-MB-231,10390-103-1,Abemaciclib,0.0031623,CDK4/6,Cell cycle,0.8583,0.00282
50058-2,MDA-MB-231,10390-103-1,Abemaciclib,0.01,CDK4/6,Cell cycle,0.7012,-0.00059
50058-2,MDA-MB-231,10390-103-1,Abemaciclib,0.031623,CDK4/6,Cell cycle,0.4981,0.00329
50058-2,MDA-MB-231,10390-103-1,Abemaciclib,0.1,CDK4/6,Cell cycle,0.2911,0.03747
50058-2,MDA-MB-231,10390-103-1,Abemaciclib,0.31623,CDK4/6,Cell cycle,0.1512,0.05085
50058-2,MDA-MB-231,10390-103-1,Abemaciclib,1.0,CDK4/6,Cell cycle,0.0712,0.11638
50058-2,MDA-MB-231,10390-103-1,Abemaciclib,3.1623,CDK4/6,Cell cycle,-0.1904,0.37030
50058-2,MDA-MB-231,10390-103-1,Abemaciclib,10.0,CDK4/6,Cell cycle,-0.4875,0.66697
50058-2,MDA-MB-231,10071-101-1,Palbociclib,0.00031623,CDK4/6,Cell cycle,1.0771,0.00134
50058-2,MDA-MB-231,10071-101-1,Palbociclib,0.001,CDK4/6,Cell cycle,0.9933,0.00405
50058-2,MDA-MB-231,10071-101-1,Palbociclib,0.0031623,CDK4/6,Cell cycle,0.9194,-0.00272
50058-2,MDA-MB-231,10071-101-1,Palbociclib,0.01,CDK4/6,Cell cycle,0.8221,-0.00579
50058-2,MDA-MB-231,10071-101-1,Palbociclib,0.031623,CDK4/6,Cell cycle,0.6564,-0.00354
50058-2,MDA-MB-231,10071-101-1,Palbociclib,0.1,CDK4/6,Cell cycle,0.5015,0.00933
50058-2,MDA-MB-231,10071-101-1,Palbociclib,0.31623,CDK4/6,Cell cycle,0.4172,0.01567
50058-2,MDA-MB-231,10071-101-1,Palbociclib,1.0,CDK4/6,Cell cycle,0.2865,0.03314
50058-2,MDA-MB-231,10071-101-1,Palbociclib,3.1623,CDK4/6,Cell cycle,0.2066,0.03980
50058-2,MDA-MB-231,10006-101-1,AZD7762,0.001,CHK1/2,Cell cycle,1.0672,0.00807
50058-2,MDA-MB-231,10006-101-1,AZD7762,0.0031623,CHK1/2,Cell cycle,1.0685,0.00985
50058-2,MDA-MB-231,10006-101-1,AZD7762,0.01,CHK1/2,Cell cycle,1.1122,0.02829
50058-2,MDA-MB-231,10006-101-1,AZD7762,0.031623,CHK1/2,Cell cycle,0.9306,0.06651
50058-2,MDA-MB-231,10006-101-1,AZD7762,0.1,CHK1/2,Cell cycle,0.5084,0.18185
50058-2,MDA-MB-231,10006-101-1,AZD7762,0.31623,CHK1/2,Cell cycle,0.2822,0.24126
50058-2,MDA-MB-231,10006-101-1,AZD7762,1.0,CHK1/2,Cell cycle,-0.0553,0.35599
50058-2,MDA-MB-231,10006-101-1,AZD7762,3.1623,CHK1/2,Cell cycle,-0.3630,0.59853
50058-2,MDA-MB-231,10006-101-1,AZD7762,10.0,CHK1/2,Cell cycle,-0.4632,0.68964
50058-2,MDA-MB-231,10387-101-1,Volasertib,0.0001,PLK,Cell cycle,1.0247,0.00180
50058-2,MDA-MB-231,10387-101-1,Volasertib,0.00031623,PLK,Cell cycle,1.0754,-0.00092
50058-2,MDA-MB-231,10387-101-1,Volasertib,0.001,PLK,Cell cycle,1.0286,-0.00390
50058-2,MDA-MB-231,10387-101-1,Volasertib,0.0031623,PLK,Cell cycle,0.7618,0.02847
50058-2,MDA-MB-231,10387-101-1,Volasertib,0.01,PLK,Cell cycle,0.0321,0.22457
50058-2,MDA-MB-231,10387-101-1,Volasertib,0.031623,PLK,Cell cycle,-0.0356,0.29799
50058-2,MDA-MB-231,10387-101-1,Volasertib,0.1,PLK,Cell cycle,-0.0206,0.29493
50058-2,MDA-MB-231,10387-101-1,Volasertib,0.31623,PLK,Cell cycle,-0.0177,0.24514
50058-2,MDA-MB-231,10387-101-1,Volasertib,1.0,PLK,Cell cycle,-0.0186,0.13531
50058-2,MDA-MB-231,10287-101-2,Dinaciclib,0.0001,pan CDK,Cell cycle,0.9345,0.00720
50058-2,MDA-MB-231,10287-101-2,Dinaciclib,0.00031623,pan CDK,Cell cycle,1.0243,0.00209
50058-2,MDA-MB-231,10287-101-2,Dinaciclib,0.001,pan CDK,Cell cycle,0.9617,0.00541
50058-2,MDA-MB-231,10287-101-2,Dinaciclib,0.0031623,pan CDK,Cell cycle,0.9347,-0.00315
50058-2,MDA-MB-231,10287-101-2,Dinaciclib,0.01,pan CDK,Cell cycle,0.5305,0.05582
50058-2,MDA-MB-231,10287-101-2,Dinaciclib,0.031623,pan CDK,Cell cycle,-0.2901,0.46501
50058-2,MDA-MB-231,10287-101-2,Dinaciclib,0.1,pan CDK,Cell cycle,-0.3532,0.56698
50058-2,MDA-MB-231,10287-101-2,Dinaciclib,0.31623,pan CDK,Cell cycle,-0.3669,0.58629
50058-2,MDA-MB-231,10287-101-2,Dinaciclib,1.0,pan CDK,Cell cycle,-0.4203,0.61381
50058-2,MDA-MB-231,10245-999-4,Cisplatin,0.0010833,Chemo,Chemotherapy,1.0167,-0.00312
50058-2,MDA-MB-231,10245-999-4,Cisplatin,0.0033333,Chemo,Chemotherapy,1.0090,0.00249
50058-2,MDA-MB-231,10245-999-4,Cisplatin,0.01,Chemo,Chemotherapy,1.0091,-0.00247
50058-2,MDA-MB-231,10245-999-4,Cisplatin,0.031667,Chemo,Chemotherapy,1.0066,-0.00139
50058-2,MDA-MB-231,10245-999-4,Cisplatin,0.1,Chemo,Chemotherapy,0.9825,-0.00214
50058-2,MDA-MB-231,10245-999-4,Cisplatin,0.31623,Chemo,Chemotherapy,0.9613,-0.00068
50058-2,MDA-MB-231,10245-999-4,Cisplatin,1.0,Chemo,Chemotherapy,0.7698,0.00638
50058-2,MDA-MB-231,10245-999-4,Cisplatin,3.1623,Chemo,Chemotherapy,0.4287,0.03823
50058-2,MDA-MB-231,10245-999-4,Cisplatin,10.0,Chemo,Chemotherapy,0.2721,0.03863
50058-2,MDA-MB-231,10248-102-3,Doxorubicin,0.00031623,Chemo,Chemotherapy,0.9126,0.00521
50058-2,MDA-MB-231,10248-102-3,Doxorubicin,0.001,Chemo,Chemotherapy,0.9318,0.00042
50058-2,MDA-MB-231,10248-102-3,Doxorubicin,0.0031623,Chemo,Chemotherapy,0.7149,0.04644
50058-2,MDA-MB-231,10248-102-3,Doxorubicin,0.01,Chemo,Chemotherapy,0.1361,0.18130
50058-2,MDA-MB-231,10248-102-3,Doxorubicin,0.031623,Chemo,Chemotherapy,-0.0177,0.10321
50058-2,MDA-MB-231,10248-102-3,Doxorubicin,0.1,Chemo,Chemotherapy,-0.0903,0.16988
50058-2,MDA-MB-231,10248-102-3,Doxorubicin,0.31623,Chemo,Chemotherapy,-0.1811,0.28406
50058-2,MDA-MB-231,10248-102-3,Doxorubicin,1.0,Chemo,Chemotherapy,-0.2501,0.39444
50058-2,MDA-MB-231,10248-102-3,Doxorubicin,3.1623,Chemo,Chemotherapy,-0.4864,0.69790
50058-2,MDA-MB-231,10102-101-4,Taxol,0.0001,Chemo,Chemotherapy,0.7633,0.02094
50058-2,MDA-MB-231,10102-101-4,Taxol,0.00031623,Chemo,Chemotherapy,0.9486,0.01025
50058-2,MDA-MB-231,10102-101-4,Taxol,0.001,Chemo,Chemotherapy,0.7873,0.07047
50058-2,MDA-MB-231,10102-101-4,Taxol,0.0031623,Chemo,Chemotherapy,0.3793,0.25412
50058-2,MDA-MB-231,10102-101-4,Taxol,0.01,Chemo,Chemotherapy,0.0831,0.37519
50058-2,MDA-MB-231,10102-101-4,Taxol,0.031623,Chemo,Chemotherapy,-0.0107,0.41404
50058-2,MDA-MB-231,10102-101-4,Taxol,0.1,Chemo,Chemotherapy,-0.0493,0.38815
50058-2,MDA-MB-231,10102-101-4,Taxol,0.31623,Chemo,Chemotherapy,-0.0762,0.36779
50058-2,MDA-MB-231,10102-101-4,Taxol,1.0,Chemo,Chemotherapy,-0.1204,0.41739
50058-2,MDA-MB-231,10278-102-2,Topotecan,0.0010833,Topo I,Chemotherapy,0.9754,-0.00362
50058-2,MDA-MB-231,10278-102-2,Topotecan,0.0033333,Topo I,Chemotherapy,0.9251,0.00105
50058-2,MDA-MB-231,10278-102-2,Topotecan,0.01,Topo I,Chemotherapy,0.7952,0.00267
50058-2,MDA-MB-231,10278-102-2,Topotecan,0.031667,Topo I,Chemotherapy,0.2810,0.03862
50058-2,MDA-MB-231,10278-102-2,Topotecan,0.1,Topo I,Chemotherapy,0.2009,0.02238
50058-2,MDA-MB-231,10278-102-2,Topotecan,0.31623,Topo I,Chemotherapy,0.1137,0.01915
50058-2,MDA-MB-231,10278-102-2,Topotecan,1.0,Topo I,Chemotherapy,0.0403,0.05541
50058-2,MDA-MB-231,10278-102-2,Topotecan,3.1623,Topo I,Chemotherapy,-0.2759,0.30863
50058-2,MDA-MB-231,10278-102-2,Topotecan,10.0,Topo I,Chemotherapy,-0.3241,0.26925
50058-2,MDA-MB-231,10250-101-3,Etoposide,0.0010833,Topo II,Chemotherapy,0.9641,0.00326
50058-2,MDA-MB-231,10250-101-3,Etoposide,0.0033333,Topo II,Chemotherapy,0.9681,-0.00063
50058-2,MDA-MB-231,10250-101-3,Etoposide,0.01,Topo II,Chemotherapy,0.9649,-0.00443
50058-2,MDA-MB-231,10250-101-3,Etoposide,0.031667,Topo II,Chemotherapy,0.9687,-0.00133
50058-2,MDA-MB-231,10250-101-3,Etoposide,0.1,Topo II,Chemotherapy,0.8974,-0.00260
50058-2,MDA-MB-231,10250-101-3,Etoposide,0.31623,Topo II,Chemotherapy,0.7892,0.00091
50058-2,MDA-MB-231,10250-101-3,Etoposide,1.0,Topo II,Chemotherapy,0.3827,0.04729
50058-2,MDA-MB-231,10250-101-3,Etoposide,3.1623,Topo II,Chemotherapy,0.1203,0.03259
50058-2,MDA-MB-231,10250-101-3,Etoposide,10.0,Topo II,Chemotherapy,0.1255,0.01009
50058-2,MDA-MB-231,10020-101-1,Dasatinib,0.001,BCR/ABL,MAPK/nRTK,0.8842,0.01109
50058-2,MDA-MB-231,10020-101-1,Dasatinib,0.0031623,BCR/ABL,MAPK/nRTK,0.8032,0.01283
50058-2,MDA-MB-231,10020-101-1,Dasatinib,0.01,BCR/ABL,MAPK/nRTK,0.7243,0.02129
50058-2,MDA-MB-231,10020-101-1,Dasatinib,0.031623,BCR/ABL,MAPK/nRTK,0.5201,0.03419
50058-2,MDA-MB-231,10020-101-1,Dasatinib,0.1,BCR/ABL,MAPK/nRTK,0.2336,0.08448
50058-2,MDA-MB-231,10020-101-1,Dasatinib,0.31623,BCR/ABL,MAPK/nRTK,0.0769,0.12622
50058-2,MDA-MB-231,10020-101-1,Dasatinib,1.0,BCR/ABL,MAPK/nRTK,0.0657,0.14677
50058-2,MDA-MB-231,10020-101-1,Dasatinib,3.1623,BCR/ABL,MAPK/nRTK,0.0172,0.24249
50058-2,MDA-MB-231,10020-101-1,Dasatinib,10.0,BCR/ABL,MAPK/nRTK,-0.1256,0.35859
50058-2,MDA-MB-231,10142-101-1,Trametinib,0.0001,MEK,MAPK/nRTK,0.9350,0.00624
50058-2,MDA-MB-231,10142-101-1,Trametinib,0.00031623,MEK,MAPK/nRTK,0.9574,0.01575
50058-2,MDA-MB-231,10142-101-1,Trametinib,0.001,MEK,MAPK/nRTK,0.7626,0.05415
50058-2,MDA-MB-231,10142-101-1,Trametinib,0.0031623,MEK,MAPK/nRTK,0.4427,0.15621
50058-2,MDA-MB-231,10142-101-1,Trametinib,0.01,MEK,MAPK/nRTK,0.0846,0.34837
50058-2,MDA-MB-231,10142-101-1,Trametinib,0.031623,MEK,MAPK/nRTK,-0.0896,0.45010
50058-2,MDA-MB-231,10142-101-1,Trametinib,0.1,MEK,MAPK/nRTK,-0.1466,0.48773
50058-2,MDA-MB-231,10142-101-1,Trametinib,0.31623,MEK,MAPK/nRTK,-0.1785,0.52259
50058-2,MDA-MB-231,10142-101-1,Trametinib,1.0,MEK,MAPK/nRTK,-0.1588,0.49327
50058-2,MDA-MB-231,10032-101-1,Saracatinib,0.001,SRC,MAPK/nRTK,0.9358,0.00919
50058-2,MDA-MB-231,10032-101-1,Saracatinib,0.0031623,SRC,MAPK/nRTK,0.9211,0.00509
50058-2,MDA-MB-231,10032-101-1,Saracatinib,0.01,SRC,MAPK/nRTK,0.8679,0.00453
50058-2,MDA-MB-231,10032-101-1,Saracatinib,0.031623,SRC,MAPK/nRTK,0.8683,0.01199
50058-2,MDA-MB-231,10032-101-1,Saracatinib,0.1,SRC,MAPK/nRTK,0.7816,0.01483
50058-2,MDA-MB-231,10032-101-1,Saracatinib,0.31623,SRC,MAPK/nRTK,0.7480,0.01945
50058-2,MDA-MB-231,10032-101-1,Saracatinib,1.0,SRC,MAPK/nRTK,0.5590,0.03622
50058-2,MDA-MB-231,10032-101-1,Saracatinib,3.1623,SRC,MAPK/nRTK,0.4964,0.02536
50058-2,MDA-MB-231,10032-101-1,Saracatinib,10.0,SRC,MAPK/nRTK,0.2801,0.10952
50058-2,MDA-MB-231,10179-101-1,ABT-737,0.001,Bcl2/XL,Misc,0.9967,0.00528
50058-2,MDA-MB-231,10179-101-1,ABT-737,0.0031623,Bcl2/XL,Misc,0.9916,0.00527
50058-2,MDA-MB-231,10179-101-1,ABT-737,0.01,Bcl2/XL,Misc,0.9978,0.00970
50058-2,MDA-MB-231,10179-101-1,ABT-737,0.031623,Bcl2/XL,Misc,1.0471,0.01315
50058-2,MDA-MB-231,10179-101-1,ABT-737,0.1,Bcl2/XL,Misc,1.0077,0.01724
50058-2,MDA-MB-231,10179-101-1,ABT-737,0.31623,Bcl2/XL,Misc,0.9171,0.03305
50058-2,MDA-MB-231,10179-101-1,ABT-737,1.0,Bcl2/XL,Misc,0.8064,0.06169
50058-2,MDA-MB-231,10179-101-1,ABT-737,3.1623,Bcl2/XL,Misc,0.5016,0.17355
50058-2,MDA-MB-231,10179-101-1,ABT-737,10.0,Bcl2/XL,Misc,-0.1204,0.39679
50058-2,MDA-MB-231,10282-101-2,Vorinostat,0.001,HDAC,Misc,0.9726,0.00502
50058-2,MDA-MB-231,10282-101-2,Vorinostat,0.0031623,HDAC,Misc,0.9926,0.00575
50058-2,MDA-MB-231,10282-101-2,Vorinostat,0.01,HDAC,Misc,0.9804,0.00616
50058-2,MDA-MB-231,10282-101-2,Vorinostat,0.031623,HDAC,Misc,0.9748,0.01298
50058-2,MDA-MB-231,10282-101-2,Vorinostat,0.1,HDAC,Misc,0.9388,0.00478
50058-2,MDA-MB-231,10282-101-2,Vorinostat,0.31623,HDAC,Misc,1.0226,0.00822
50058-2,MDA-MB-231,10282-101-2,Vorinostat,1.0,HDAC,Misc,0.5799,0.07320
50058-2,MDA-MB-231,10282-101-2,Vorinostat,3.1623,HDAC,Misc,-0.0399,0.30688
50058-2,MDA-MB-231,10282-101-2,Vorinostat,10.0,HDAC,Misc,-0.3848,0.58110
50058-2,MDA-MB-231,10161-101-1,Luminespib,0.0001,HSP90,Misc,1.0349,0.00095
50058-2,MDA-MB-231,10161-101-1,Luminespib,0.00031623,HSP90,Misc,0.9649,0.00301
50058-2,MDA-MB-231,10161-101-1,Luminespib,0.001,HSP90,Misc,1.0497,-0.00019
50058-2,MDA-MB-231,10161-101-1,Luminespib,0.0031623,HSP90,Misc,0.9200,0.00929
50058-2,MDA-MB-231,10161-101-1,Luminespib,0.01,HSP90,Misc,-0.0080,0.29827
50058-2,MDA-MB-231,10161-101-1,Luminespib,0.031623,HSP90,Misc,-0.1843,0.42288
50058-2,MDA-MB-231,10161-101-1,Luminespib,0.1,HSP90,Misc,-0.1636,0.43578
50058-2,MDA-MB-231,10161-101-1,Luminespib,0.31623,HSP90,Misc,-0.1683,0.42778
50058-2,MDA-MB-231,10161-101-1,Luminespib,1.0,HSP90,Misc,-0.1782,0.44431
50058-2,MDA-MB-231,10478-102-1,A-1210477,0.001,Mcl-1,Misc,0.9554,-0.00434
50058-2,MDA-MB-231,10478-102-1,A-1210477,0.0031623,Mcl-1,Misc,0.8955,0.00619
50058-2,MDA-MB-231,10478-102-1,A-1210477,0.01,Mcl-1,Misc,0.8987,0.00765
50058-2,MDA-MB-231,10478-102-1,A-1210477,0.031623,Mcl-1,Misc,0.9605,0.00513
50058-2,MDA-MB-231,10478-102-1,A-1210477,0.1,Mcl-1,Misc,0.9640,0.00781
50058-2,MDA-MB-231,10478-102-1,A-1210477,0.31623,Mcl-1,Misc,0.9833,0.00205
50058-2,MDA-MB-231,10478-102-1,A-1210477,1.0,Mcl-1,Misc,0.9497,0.00062
50058-2,MDA-MB-231,10478-102-1,A-1210477,3.1623,Mcl-1,Misc,0.9775,0.00062
50058-2,MDA-MB-231,10478-102-1,A-1210477,10.0,Mcl-1,Misc,0.9569,0.00505
50058-2,MDA-MB-231,10144-101-3,Olaparib,0.001,PARP,Misc,0.9799,-0.00024
50058-2,MDA-MB-231,10144-101-3,Olaparib,0.0031623,PARP,Misc,0.9888,0.00197
50058-2,MDA-MB-231,10144-101-3,Olaparib,0.01,PARP,Misc,1.0059,0.00169
50058-2,MDA-MB-231,10144-101-3,Olaparib,0.031623,PARP,Misc,0.9648,0.00138
50058-2,MDA-MB-231,10144-101-3,Olaparib,0.1,PARP,Misc,1.0043,-0.00248
50058-2,MDA-MB-231,10144-101-3,Olaparib,0.31623,PARP,Misc,0.9668,0.00106
50058-2,MDA-MB-231,10144-101-3,Olaparib,1.0,PARP,Misc,0.9368,-0.00682
50058-2,MDA-MB-231,10144-101-3,Olaparib,3.1623,PARP,Misc,0.8689,0.01080
50058-2,MDA-MB-231,10144-101-3,Olaparib,10.0,PARP,Misc,0.6179,0.03791
50058-2,MDA-MB-231,10482-114-1,Bleomycin,0.0010833,Radiation,Misc,0.9621,-0.00198
50058-2,MDA-MB-231,10482-114-1,Bleomycin,0.0033333,Radiation,Misc,0.9536,0.00041
50058-2,MDA-MB-231,10482-114-1,Bleomycin,0.01,Radiation,Misc,0.9698,-0.00109
50058-2,MDA-MB-231,10482-114-1,Bleomycin,0.031667,Radiation,Misc,0.9672,-0.00101
50058-2,MDA-MB-231,10482-114-1,Bleomycin,0.1,Radiation,Misc,0.9475,-0.00064
50058-2,MDA-MB-231,10482-114-1,Bleomycin,0.31623,Radiation,Misc,0.9526,-0.00281
50058-2,MDA-MB-231,10482-114-1,Bleomycin,1.0,Radiation,Misc,0.8464,-0.00112
50058-2,MDA-MB-231,10482-114-1,Bleomycin,3.1623,Radiation,Misc,0.6142,0.00839
50058-2,MDA-MB-231,10482-114-1,Bleomycin,10.0,Radiation,Misc,0.4365,0.02704
50058-2,MDA-MB-231,10338-101-1,Ipatasertib,0.001,AKT,PI3K/mTOR,0.9731,0.00287
50058-2,MDA-MB-231,10338-101-1,Ipatasertib,0.0031623,AKT,PI3K/mTOR,0.9806,0.00474
50058-2,MDA-MB-231,10338-101-1,Ipatasertib,0.01,AKT,PI3K/mTOR,1.0561,0.00541
50058-2,MDA-MB-231,10338-101-1,Ipatasertib,0.031623,AKT,PI3K/mTOR,1.0315,-0.00166
50058-2,MDA-MB-231,10338-101-1,Ipatasertib,0.1,AKT,PI3K/mTOR,0.9871,-0.00637
50058-2,MDA-MB-231,10338-101-1,Ipatasertib,0.31623,AKT,PI3K/mTOR,0.9249,0.00080
50058-2,MDA-MB-231,10338-101-1,Ipatasertib,1.0,AKT,PI3K/mTOR,1.0136,-0.00088
50058-2,MDA-MB-231,10338-101-1,Ipatasertib,3.1623,AKT,PI3K/mTOR,1.0049,-0.00480
50058-2,MDA-MB-231,10338-101-1,Ipatasertib,10.0,AKT,PI3K/mTOR,0.9254,-0.00736
50058-2,MDA-MB-231,10233-101-1,Alpelisib,0.001,PI3Ka,PI3K/mTOR,0.9077,0.00426
50058-2,MDA-MB-231,10233-101-1,Alpelisib,0.0031623,PI3Ka,PI3K/mTOR,0.9164,0.00563
50058-2,MDA-MB-231,10233-101-1,Alpelisib,0.01,PI3Ka,PI3K/mTOR,0.9347,0.00848
50058-2,MDA-MB-231,10233-101-1,Alpelisib,0.031623,PI3Ka,PI3K/mTOR,0.9717,0.00281
50058-2,MDA-MB-231,10233-101-1,Alpelisib,0.1,PI3Ka,PI3K/mTOR,0.9111,0.00623
50058-2,MDA-MB-231,10233-101-1,Alpelisib,0.31623,PI3Ka,PI3K/mTOR,0.9656,0.00168
50058-2,MDA-MB-231,10233-101-1,Alpelisib,1.0,PI3Ka,PI3K/mTOR,0.9481,-0.00450
50058-2,MDA-MB-231,10233-101-1,Alpelisib,3.1623,PI3Ka,PI3K/mTOR,0.8373,0.00908
50058-2,MDA-MB-231,10233-101-1,Alpelisib,10.0,PI3Ka,PI3K/mTOR,0.6904,0.00653
50058-2,MDA-MB-231,10445-101-1,Taselisib,0.001,"PI3Ka, g, d",PI3K/mTOR,0.9214,0.00357
50058-2,MDA-MB-231,10445-101-1,Taselisib,0.0031623,"PI3Ka, g, d",PI3K/mTOR,0.9101,0.00635
50058-2,MDA-MB-231,10445-101-1,Taselisib,0.01,"PI3Ka, g, d",PI3K/mTOR,0.8780,0.00171
50058-2,MDA-MB-231,10445-101-1,Taselisib,0.031623,"PI3Ka, g, d",PI3K/mTOR,0.8576,0.01060
50058-2,MDA-MB-231,10445-101-1,Taselisib,0.1,"PI3Ka, g, d",PI3K/mTOR,0.8064,0.00815
50058-2,MDA-MB-231,10445-101-1,Taselisib,0.31623,"PI3Ka, g, d",PI3K/mTOR,0.7561,0.01305
50058-2,MDA-MB-231,10445-101-1,Taselisib,1.0,"PI3Ka, g, d",PI3K/mTOR,0.7180,0.02083
50058-2,MDA-MB-231,10445-101-1,Taselisib,3.1623,"PI3Ka, g, d",PI3K/mTOR,0.5457,0.03190
50058-2,MDA-MB-231,10445-101-1,Taselisib,10.0,"PI3Ka, g, d",PI3K/mTOR,0.0709,0.16838
50058-2,MDA-MB-231,10171-101-1,TGX221,0.001,PI3Kb,PI3K/mTOR,1.0499,-0.00212
